Player_ID,First_Name,Last_Name,Gamer_Handle_IGN,Gender,DOB,Email,Phone,Country,MMR_Rating
P0246,John,Patel,SilentJohn49,Male,2001-07-11,johnpatel0246@estcgp.gg,+919191370918,India,2455
P0247,John,Yadav,NitroJohn84,Male,2007-11-04,johnyadav0247@estcgp.gg,+918976008548,India,3715
P0248,Riya,Singh,IronRiya57,Female,2006-10-15,riyasingh0248@estcgp.gg,+19934134468,USA,4257
P0249,Riya,Singh,ShadowRiya23,Female,1999-01-20,riyasingh0249@estcgp.gg,+919674980424,India,2581
P0250,Sara,Yadav,TitanSara20,Female,2005-02-09,sarayadav0250@estcgp.gg,+917698556623,India,127
P0251,John,Patel,NovaJohn51,Male,2006-02-02,johnpatel0251@estcgp.gg,+917893718093,India,359
P0252,John,Singh,GhostJohn49,Male,2005-08-22,johnsingh0252@estcgp.gg,+918438015381,India,1408
P0253,Sara,Yadav,KnightSara79,Female,1996-04-13,sarayadav0253@estcgp.gg,+918688729572,India,431
P0254,Aman,Singh,GhostAman83,Male,1998-11-28,amansingh0254@estcgp.gg,+918655525399,India,520
P0255,Alex,Desai,ApexAlex48,Male,1997-12-21,alexdesai0255@estcgp.gg,+917687380866,India,2997
P0256,Sara,Patel,RogueSara68,Female,2006-08-14,sarapatel0256@estcgp.gg,+19576858486,USA,0
P0257,Alex,Khan,PulseAlex12,Male,1999-04-14,alexkhan0257@estcgp.gg,+918409619867,India,950
P0258,Sara,Khan,PixelSara65,Female,1997-05-24,sarakhan0258@estcgp.gg,+17164081453,USA,4322
P0259,Alex,Patel,StormAlex79,Male,2005-10-02,alexpatel0259@estcgp.gg,+917308930489,India,202
P0260,Riya,Khan,IronRiya49,Female,2000-01-20,riyakhan0260@estcgp.gg,+917790382470,India,477
P0261,Sara,Yadav,PulseSara96,Female,2004-11-06,sarayadav0261@estcgp.gg,+19157333652,USA,630
P0262,Sam,Patel,HyperSam6,Male,2002-08-12,sampatel0262@estcgp.gg,+918419089725,India,1681
P0263,Sam,Joshi,WolfSam75,Male,2007-10-15,samjoshi0263@estcgp.gg,+917439078314,India,1864
P0264,Aman,Singh,NovaAman40,Male,2006-02-03,amansingh0264@estcgp.gg,+19906169212,USA,2881
P0265,Sam,Singh,PulseSam13,Male,2005-10-26,samsingh0265@estcgp.gg,+918642640788,India,702
P0266,Sam,Singh,RogueSam55,Male,1996-12-21,samsingh0266@estcgp.gg,+18437844549,USA,4629
P0267,Aman,Thomas,CyberAman66,Male,2005-02-10,amanthomas0267@estcgp.gg,+918961043997,India,398
P0268,John,Singh,GhostJohn67,Male,2004-08-14,johnsingh0268@estcgp.gg,+919529249579,India,3928
P0269,John,Singh,CyberJohn44,Male,1996-05-08,johnsingh0269@estcgp.gg,+919485527301,India,4332
P0270,Sara,Singh,PrimeSara3,Female,2006-09-06,sarasingh0270@estcgp.gg,+919112056039,India,3937
P0271,Sara,Kulkarni,PixelSara20,Female,2005-06-20,sarakulkarni0271@estcgp.gg,+917938206646,India,599
P0272,Sara,Kapoor,BlazeSara35,Female,2001-08-01,sarakapoor0272@estcgp.gg,+919006818088,India,49
P0273,Sam,Patel,BlazeSam68,Male,2007-06-13,sampatel0273@estcgp.gg,+19169946750,USA,2231
P0274,Alex,Singh,LunaAlex76,Male,2007-04-09,alexsingh0274@estcgp.gg,+917405386388,India,3251
P0275,Sam,Singh,CrimsonSam8,Male,2003-09-20,samsingh0275@estcgp.gg,+919269753372,India,3769
P0276,Sara,Khan,CrimsonSara99,Female,2002-11-05,sarakhan0276@estcgp.gg,+918145572320,India,4735
P0277,John,Jain,NeonJohn35,Male,2003-10-24,johnjain0277@estcgp.gg,+919073189113,India,646
P0278,Aman,Khan,RogueAman67,Male,1997-05-02,amankhan0278@estcgp.gg,+917305648862,India,0
P0279,Riya,Khan,SilentRiya83,Female,2006-04-22,riyakhan0279@estcgp.gg,+18904384872,USA,4141
P0280,Sam,Wilson,ViperSam27,Male,2001-08-24,samwilson0280@estcgp.gg,+919397365374,India,2012
P0281,Alex,Yadav,QuantumAlex90,Male,1999-10-04,alexyadav0281@estcgp.gg,+918968619240,India,1312
P0282,Alex,Singh,LunaAlex47,Male,2001-03-17,alexsingh0282@estcgp.gg,+917001651882,India,0
P0283,Sara,Khan,GhostSara55,Female,2000-11-18,sarakhan0283@estcgp.gg,+917517347792,India,2682
P0284,Riya,Patel,StormRiya65,Female,2007-07-13,riyapatel0284@estcgp.gg,+917905262542,India,855
P0285,John,Khan,RapidJohn11,Male,2006-03-04,johnkhan0285@estcgp.gg,+917949664225,India,2093
P0286,John,Patel,StormJohn35,Male,2001-12-01,johnpatel0286@estcgp.gg,+919377223277,India,995
P0287,Riya,Patel,HyperRiya87,Female,2005-06-01,riyapatel0287@estcgp.gg,+917680885426,India,799
P0288,Sara,Patel,NitroSara85,Female,2004-03-05,sarapatel0288@estcgp.gg,+919079507548,India,4863
P0289,Aman,Khan,CrimsonAman71,Male,2005-03-27,amankhan0289@estcgp.gg,+917588201148,India,2626
P0290,Sara,Kapoor,ShadowSara76,Female,1999-05-13,sarakapoor0290@estcgp.gg,+917949629813,India,1278
P0291,John,Patel,QuantumJohn3,Male,2001-07-28,johnpatel0291@estcgp.gg,+918570085262,India,3547
P0292,Alex,Patel,GhostAlex85,Male,2002-08-07,alexpatel0292@estcgp.gg,+917895528738,India,4104
P0293,John,Yadav,LunaJohn86,Male,1997-10-05,johnyadav0293@estcgp.gg,+917680300926,India,1489
P0294,Aman,Singh,PixelAman36,Male,2003-06-12,amansingh0294@estcgp.gg,+917572407275,India,971
P0295,John,Khan,PixelJohn82,Male,2000-12-21,johnkhan0295@estcgp.gg,+919989806497,India,4149
P0296,John,Yadav,SilentJohn96,Male,1996-01-28,johnyadav0296@estcgp.gg,+19334529290,USA,4064
P0297,Riya,Khan,FrostRiya71,Female,1998-06-03,riyakhan0297@estcgp.gg,+919189780788,India,4792
P0298,Aman,Khan,ViperAman14,Male,1998-11-01,amankhan0298@estcgp.gg,+918290047993,India,1406
P0299,John,Singh,ViperJohn22,Male,1999-03-23,johnsingh0299@estcgp.gg,+917018205559,India,4447
P0300,Sara,Patel,RogueSara94,Female,2004-05-26,sarapatel0300@estcgp.gg,+18238858257,USA,4065
P0301,Aman,Khan,NexusAman48,Male,2006-05-02,amankhan0301@estcgp.gg,+919071791513,India,1404
P0302,Riya,Singh,NeonRiya85,Female,1996-11-21,riyasingh0302@estcgp.gg,+918685555080,India,2850
P0303,Alex,Khan,KnightAlex56,Male,2001-10-26,alexkhan0303@estcgp.gg,+918123736245,India,2742
P0304,Aman,Patel,GhostAman56,Male,1998-01-02,amanpatel0304@estcgp.gg,+19414564378,USA,2510
P0305,Sam,Patel,LunaSam18,Male,2001-06-10,sampatel0305@estcgp.gg,+918719420177,India,12
P0306,Sam,Yadav,NovaSam58,Male,2002-02-01,samyadav0306@estcgp.gg,+918284198656,India,810
P0307,Alex,Bansal,ShadowAlex41,Male,1998-02-24,alexbansal0307@estcgp.gg,+918466235171,India,3074
P0308,Alex,Johnson,OmegaAlex96,Male,2000-06-13,alexjohnson0308@estcgp.gg,+19056581100,USA,3765
P0309,John,Patel,PixelJohn2,Male,2003-11-18,johnpatel0309@estcgp.gg,+917833910843,India,1397
P0310,Sam,Yadav,ShadowSam99,Male,1996-08-19,samyadav0310@estcgp.gg,+917216624768,India,1849
P0311,Sam,Singh,NexusSam65,Male,2002-08-15,samsingh0311@estcgp.gg,+917422570764,India,4682
P0312,Riya,Patel,FrostRiya99,Female,2006-03-23,riyapatel0312@estcgp.gg,+917304933545,India,3173
P0313,Sam,Patel,DragonSam46,Male,1998-06-06,sampatel0313@estcgp.gg,+919307303437,India,2505
P0314,John,Patel,BlazeJohn13,Male,2001-04-13,johnpatel0314@estcgp.gg,+918764809628,India,3014
P0315,Alex,Singh,FrostAlex57,Male,2003-10-10,alexsingh0315@estcgp.gg,+918764015738,India,4127
P0316,Sam,Khan,PhoenixSam46,Male,2006-01-25,samkhan0316@estcgp.gg,+919851673243,India,4947
P0317,Sam,Khan,CyberSam22,Male,2004-08-27,samkhan0317@estcgp.gg,+919351622857,India,603
P0318,Aman,Patel,GhostAman31,Male,2004-11-17,amanpatel0318@estcgp.gg,+17339518556,USA,713
P0319,Aman,Yadav,NitroAman15,Male,2000-05-27,amanyadav0319@estcgp.gg,+918285296225,India,1076
P0320,Sam,Patel,PixelSam25,Male,2005-07-18,sampatel0320@estcgp.gg,+19514801232,USA,657
P0321,Sara,Patel,ApexSara35,Female,2006-07-19,sarapatel0321@estcgp.gg,+18932470284,USA,1490
P0322,Riya,Khan,VortexRiya17,Female,2005-09-14,riyakhan0322@estcgp.gg,+918650133694,India,1825
P0323,Aman,Mehta,ViperAman27,Male,2004-06-16,amanmehta0323@estcgp.gg,+917872479176,India,4138
P0324,Aman,Patel,ApexAman25,Male,2005-08-21,amanpatel0324@estcgp.gg,+917655204234,India,3546
P0325,John,Yadav,OmegaJohn90,Male,2003-11-05,johnyadav0325@estcgp.gg,+917443562758,India,421
P0326,John,Yadav,NeonJohn95,Male,2005-05-11,johnyadav0326@estcgp.gg,+917883541819,India,941
P0327,Riya,Yadav,ShadowRiya99,Female,2002-09-20,riyayadav0327@estcgp.gg,+918240058788,India,4989
P0328,John,Patel,DragonJohn1,Male,2007-05-04,johnpatel0328@estcgp.gg,+918096649299,India,132
P0329,Riya,Yadav,TitanRiya88,Female,2002-04-19,riyayadav0329@estcgp.gg,+919860340994,India,3212
P0330,Riya,Yadav,LunaRiya45,Female,1998-10-26,riyayadav0330@estcgp.gg,+18298155677,USA,1565
P0331,Sara,Taylor,WolfSara40,Female,2003-01-13,sarataylor0331@estcgp.gg,+918839944274,India,4112
P0332,Riya,Patel,VortexRiya15,Female,1997-06-27,riyapatel0332@estcgp.gg,+18263602036,USA,2558
P0333,John,Martin,BlazeJohn95,Male,2004-03-07,johnmartin0333@estcgp.gg,+917038139726,India,3270
P0334,Alex,Yadav,PulseAlex27,Male,2002-04-02,alexyadav0334@estcgp.gg,+919900977352,India,305
P0335,Alex,Malhotra,PixelAlex20,Male,1999-01-05,alexmalhotra0335@estcgp.gg,+917946165419,India,4249
P0336,Sam,Singh,HyperSam71,Male,2006-07-10,samsingh0336@estcgp.gg,+919382984537,India,670
P0337,Sara,Patel,LunaSara23,Female,2004-06-27,sarapatel0337@estcgp.gg,+919292181979,India,2661
P0338,Sam,Singh,CyberSam54,Male,2003-11-08,samsingh0338@estcgp.gg,+918241085572,India,4991
P0339,Sara,Yadav,QuantumSara9,Female,1998-09-14,sarayadav0339@estcgp.gg,+918914107846,India,1685
P0340,Alex,Singh,FrostAlex61,Male,1999-11-23,alexsingh0340@estcgp.gg,+917434044014,India,4855
P0341,Sara,Khan,ApexSara23,Female,2001-09-20,sarakhan0341@estcgp.gg,+917292234613,India,980
P0342,Aman,Singh,DragonAman46,Male,2001-02-14,amansingh0342@estcgp.gg,+19192414503,USA,4280
P0343,Riya,Singh,CrimsonRiya31,Female,2007-04-10,riyasingh0343@estcgp.gg,+917282114527,India,3462
P0344,Riya,Singh,KnightRiya9,Female,2001-03-16,riyasingh0344@estcgp.gg,+17559394401,USA,4408
P0345,Aman,Malhotra,GhostAman9,Male,2001-01-07,amanmalhotra0345@estcgp.gg,+919911415169,India,4648
P0346,Aman,Khan,HyperAman46,Male,2002-02-07,amankhan0346@estcgp.gg,+918978282686,India,2899
P0347,John,Patel,DragonJohn61,Male,2000-06-09,johnpatel0347@estcgp.gg,+917691863108,India,1203
P0348,Riya,Singh,CyberRiya28,Female,2002-07-12,riyasingh0348@estcgp.gg,+19964557248,USA,2726
P0349,Aman,Khan,ApexAman77,Male,2007-03-05,amankhan0349@estcgp.gg,+919001017208,India,2604
P0350,Sam,Yadav,GhostSam41,Male,2004-07-11,samyadav0350@estcgp.gg,+919840520143,India,3326
P0351,Riya,Khan,DragonRiya97,Female,1999-11-13,riyakhan0351@estcgp.gg,+17845317868,USA,3576
P0352,Alex,Khan,PrimeAlex1,Male,2005-11-16,alexkhan0352@estcgp.gg,+919544865400,India,2185
P0353,Riya,Desai,LunaRiya13,Female,2001-08-14,riyadesai0353@estcgp.gg,+917589005402,India,2617
P0354,Riya,Khan,PulseRiya46,Female,2004-05-17,riyakhan0354@estcgp.gg,+18422220622,USA,3473
P0355,Aman,Yadav,NexusAman90,Male,2007-10-05,amanyadav0355@estcgp.gg,+918365917628,India,74
P0356,Sara,Singh,VortexSara66,Female,2000-03-17,sarasingh0356@estcgp.gg,+17215641813,USA,3972
P0357,Sam,Jain,VortexSam50,Male,2004-09-07,samjain0357@estcgp.gg,+919690946386,India,3036
P0358,Riya,Khan,OmegaRiya57,Female,1998-09-04,riyakhan0358@estcgp.gg,+918475200438,India,354
P0359,John,Singh,TitanJohn95,Male,1998-05-21,johnsingh0359@estcgp.gg,+918309129161,India,3018
P0360,Aman,Khan,NovaAman20,Male,1998-07-24,amankhan0360@estcgp.gg,+919217359882,India,2650
P0361,Sam,Khan,ShadowSam53,Male,2006-03-25,samkhan0361@estcgp.gg,+919966946447,India,378
P0362,Sara,Mehta,QuantumSara38,Female,2005-07-03,saramehta0362@estcgp.gg,+918384397346,India,284
P0363,John,Yadav,BlazeJohn90,Male,2006-03-26,johnyadav0363@estcgp.gg,+18439323219,USA,3675
P0364,John,Patel,NitroJohn92,Male,2002-02-28,johnpatel0364@estcgp.gg,+917401468498,India,3943
P0365,Alex,Sharma,CyberAlex21,Male,1997-06-11,alexsharma0365@estcgp.gg,+19864022656,USA,4801
P0366,Aman,Brown,SilentAman20,Male,2002-10-20,amanbrown0366@estcgp.gg,+918350912856,India,2011
P0367,Alex,Patel,ViperAlex66,Male,1999-07-07,alexpatel0367@estcgp.gg,+917519213002,India,988
P0368,Sara,Wilson,PixelSara37,Female,2001-10-22,sarawilson0368@estcgp.gg,+918183979015,India,1003
P0369,Aman,Yadav,QuantumAman4,Male,2000-08-16,amanyadav0369@estcgp.gg,+919395996629,India,2803
P0370,Sam,Yadav,NexusSam99,Male,1999-11-25,samyadav0370@estcgp.gg,+918206310125,India,915
P0371,John,Singh,StormJohn29,Male,2005-03-16,johnsingh0371@estcgp.gg,+919965048518,India,1282
P0372,Sam,Khan,NexusSam8,Male,1998-08-18,samkhan0372@estcgp.gg,+917100638111,India,1073
P0373,John,Miller,CrimsonJohn5,Male,2005-10-16,johnmiller0373@estcgp.gg,+19270259507,USA,3616
P0374,Riya,Khan,LunaRiya51,Female,2006-06-24,riyakhan0374@estcgp.gg,+918856750303,India,3062
P0375,Sara,Singh,CrimsonSara54,Female,2004-03-18,sarasingh0375@estcgp.gg,+919512451430,India,3681
P0376,Sam,Yadav,LunaSam39,Male,2003-11-16,samyadav0376@estcgp.gg,+18897412239,USA,3
P0377,Riya,Singh,VortexRiya95,Female,2004-11-19,riyasingh0377@estcgp.gg,+19449711679,USA,4624
P0378,Alex,Khan,ApexAlex58,Male,2002-09-23,alexkhan0378@estcgp.gg,+917039486175,India,2199
P0379,John,Singh,KnightJohn20,Male,2005-04-15,johnsingh0379@estcgp.gg,+919860755712,India,2335
P0380,Riya,Patel,IronRiya99,Female,2005-11-27,riyapatel0380@estcgp.gg,+919019042425,India,4910
P0381,Riya,Singh,ViperRiya67,Female,1998-03-10,riyasingh0381@estcgp.gg,+917944187775,India,2954
P0382,Aman,Brown,NeonAman81,Male,1996-04-03,amanbrown0382@estcgp.gg,+917903077582,India,2923
P0383,Sam,Khan,CrimsonSam69,Male,1997-03-18,samkhan0383@estcgp.gg,+919644515631,India,2091
P0384,Aman,Yadav,CrimsonAman60,Male,1998-07-12,amanyadav0384@estcgp.gg,+918683080377,India,2572
P0385,John,Khan,NeonJohn27,Male,2002-06-04,johnkhan0385@estcgp.gg,+919734113390,India,2864
P0386,Sara,Khan,PhoenixSara91,Female,1999-11-01,sarakhan0386@estcgp.gg,+919747478524,India,3327
P0387,Aman,Patel,VortexAman6,Male,1996-08-18,amanpatel0387@estcgp.gg,+918488907171,India,1346
P0388,Sara,Singh,TitanSara64,Female,1996-08-13,sarasingh0388@estcgp.gg,+919759455904,India,2174
P0389,Alex,Chopra,TitanAlex64,Male,2003-05-05,alexchopra0389@estcgp.gg,+19968654964,USA,1819
P0390,Riya,Gupta,FrostRiya5,Female,2007-08-06,riyagupta0390@estcgp.gg,+19228103916,USA,4126
P0391,Aman,Taylor,NitroAman43,Male,2002-10-21,amantaylor0391@estcgp.gg,+918264996339,India,911
P0392,Sara,Patel,CrimsonSara64,Female,2004-01-11,sarapatel0392@estcgp.gg,+918377933858,India,1271
P0393,Sam,Singh,NitroSam46,Male,1998-10-23,samsingh0393@estcgp.gg,+919719192132,India,2714
P0394,Sam,Davis,VortexSam35,Male,1998-10-01,samdavis0394@estcgp.gg,+917702321346,India,2528
P0395,Riya,Patel,LunaRiya42,Female,2006-12-01,riyapatel0395@estcgp.gg,+917160173823,India,3714
P0396,Aman,Singh,ShadowAman44,Male,2003-03-08,amansingh0396@estcgp.gg,+918883072919,India,3263
P0397,Riya,Yadav,RapidRiya56,Female,1999-04-18,riyayadav0397@estcgp.gg,+917521003609,India,1856
P0398,Sam,Singh,VortexSam30,Male,2006-12-18,samsingh0398@estcgp.gg,+918898200749,India,378
P0399,Alex,Yadav,VortexAlex80,Male,1996-10-23,alexyadav0399@estcgp.gg,+918676288638,India,3684
P0400,Aman,Khan,StormAman65,Male,1997-10-27,amankhan0400@estcgp.gg,+17403901442,USA,119
P0401,Sam,Khan,KnightSam61,Male,1999-11-06,samkhan0401@estcgp.gg,+919463473379,India,4843
P0402,Sara,Kapoor,SilentSara51,Female,2005-06-09,sarakapoor0402@estcgp.gg,+918505134342,India,1302
P0403,Sara,Yadav,CyberSara65,Female,2006-10-04,sarayadav0403@estcgp.gg,+18995287878,USA,1644
P0404,Sam,Iyer,BlazeSam22,Male,2001-11-07,samiyer0404@estcgp.gg,+17309271447,USA,463
P0405,Aman,Williams,SilentAman50,Male,2007-05-11,amanwilliams0405@estcgp.gg,+918167003295,India,708
P0406,Aman,Singh,QuantumAman64,Male,2004-03-07,amansingh0406@estcgp.gg,+918861732907,India,2306
P0407,Riya,Yadav,StormRiya13,Female,1998-09-26,riyayadav0407@estcgp.gg,+919948230224,India,913
P0408,Sara,Singh,ApexSara34,Female,2007-10-26,sarasingh0408@estcgp.gg,+917210242485,India,2016
P0409,John,Khan,StormJohn59,Male,2002-09-18,johnkhan0409@estcgp.gg,+919404335885,India,3934
P0410,Sara,Kapoor,PrimeSara31,Female,1996-03-28,sarakapoor0410@estcgp.gg,+919030612516,India,2962
P0411,Alex,Khan,IronAlex4,Male,1998-01-24,alexkhan0411@estcgp.gg,+17504991029,USA,654
P0412,Alex,Khan,NitroAlex59,Male,2007-05-16,alexkhan0412@estcgp.gg,+919797294254,India,2439
P0413,Aman,Yadav,NitroAman86,Male,1999-04-03,amanyadav0413@estcgp.gg,+918868922768,India,907
P0414,John,Khan,SilentJohn61,Male,2000-06-28,johnkhan0414@estcgp.gg,+919988114824,India,3544
P0415,Riya,Patel,KnightRiya48,Female,2004-12-24,riyapatel0415@estcgp.gg,+918016144923,India,3619
P0416,Riya,Singh,NovaRiya31,Female,1999-08-11,riyasingh0416@estcgp.gg,+17239774264,USA,3411
P0417,Sara,Yadav,KnightSara49,Female,2007-10-02,sarayadav0417@estcgp.gg,+918668407752,India,2892
P0418,Sam,Khan,GhostSam53,Male,2003-09-17,samkhan0418@estcgp.gg,+17600086946,USA,2015
P0419,Riya,Singh,RapidRiya35,Female,2007-10-21,riyasingh0419@estcgp.gg,+917051614206,India,3274
P0420,John,Khan,WolfJohn66,Male,2007-09-03,johnkhan0420@estcgp.gg,+18905486261,USA,2786
P0421,Riya,Khan,NeonRiya36,Female,1996-09-24,riyakhan0421@estcgp.gg,+17337485796,USA,1254
P0422,Sara,Yadav,FrostSara99,Female,2002-07-28,sarayadav0422@estcgp.gg,+918048578418,India,1338
P0423,Alex,Kulkarni,NexusAlex23,Male,2000-12-28,alexkulkarni0423@estcgp.gg,+918024753848,India,4664
P0424,Sam,Yadav,FrostSam41,Male,2007-11-15,samyadav0424@estcgp.gg,+919240610941,India,1116
P0425,Sam,Desai,PixelSam72,Male,1999-07-19,samdesai0425@estcgp.gg,+918463841365,India,1459
P0426,Sara,Singh,IronSara53,Female,1996-11-04,sarasingh0426@estcgp.gg,+917324040223,India,418
P0427,Sam,Patel,SilentSam60,Male,1996-07-07,sampatel0427@estcgp.gg,+917576781442,India,674
P0428,Alex,Yadav,BlazeAlex28,Male,1997-05-26,alexyadav0428@estcgp.gg,+919082944071,India,2549
P0429,John,Patel,GhostJohn98,Male,1996-09-08,johnpatel0429@estcgp.gg,+918950760864,India,4834
P0430,Sam,Singh,TitanSam84,Male,1999-12-23,samsingh0430@estcgp.gg,+17003778538,USA,2050
P0431,John,Jain,CyberJohn75,Male,2004-06-15,johnjain0431@estcgp.gg,+919542090712,India,3222
P0432,Aman,Singh,FrostAman56,Male,2006-07-23,amansingh0432@estcgp.gg,+18934940780,USA,1315
P0433,Alex,Patel,NexusAlex65,Male,2001-07-08,alexpatel0433@estcgp.gg,+18879773470,USA,811
P0434,John,Patel,CyberJohn32,Male,2006-08-20,johnpatel0434@estcgp.gg,+19474588954,USA,2606
P0435,Alex,Singh,GhostAlex59,Male,2004-01-05,alexsingh0435@estcgp.gg,+918770876808,India,4714
P0436,Sam,Yadav,CyberSam50,Male,2003-10-04,samyadav0436@estcgp.gg,+918099042995,India,2252
P0437,John,Patel,OmegaJohn70,Male,1999-11-04,johnpatel0437@estcgp.gg,+917231954104,India,2541
P0438,Aman,Singh,DragonAman87,Male,2001-09-12,amansingh0438@estcgp.gg,+919939240140,India,272
P0439,Aman,Singh,CyberAman61,Male,2006-11-28,amansingh0439@estcgp.gg,+917068259326,India,2984
P0440,Riya,Yadav,DragonRiya59,Female,1999-10-24,riyayadav0440@estcgp.gg,+918109209083,India,3621
P0441,Sara,Thomas,PhoenixSara85,Female,1996-05-11,sarathomas0441@estcgp.gg,+919802030630,India,1701
P0442,John,Mehta,ViperJohn24,Male,2004-03-11,johnmehta0442@estcgp.gg,+919061341677,India,3854
P0443,Riya,Singh,NexusRiya97,Female,2004-05-25,riyasingh0443@estcgp.gg,+919172031435,India,3316
P0444,Sam,Khan,NitroSam60,Male,2007-01-04,samkhan0444@estcgp.gg,+917952705665,India,1296
P0445,Alex,Malhotra,VortexAlex73,Male,2004-09-12,alexmalhotra0445@estcgp.gg,+919428212392,India,197
P0446,Alex,Patel,ShadowAlex2,Male,2006-12-02,alexpatel0446@estcgp.gg,+917176291019,India,2373
P0447,Riya,Khan,RogueRiya70,Female,2005-01-01,riyakhan0447@estcgp.gg,+917434630873,India,3122
P0448,Sam,Patel,DragonSam74,Male,1999-02-21,sampatel0448@estcgp.gg,+917727344819,India,4661
P0449,Sara,Singh,RogueSara39,Female,1999-07-14,sarasingh0449@estcgp.gg,+919029921040,India,3206
P0450,Sam,Taylor,GhostSam8,Male,1999-02-15,samtaylor0450@estcgp.gg,+919517325028,India,3883
P0451,John,Patel,OmegaJohn48,Male,2002-02-01,johnpatel0451@estcgp.gg,+919171047562,India,1730
P0452,Riya,Patel,LunaRiya57,Female,1999-04-23,riyapatel0452@estcgp.gg,+917747690328,India,318
P0453,Riya,Verma,ApexRiya10,Female,1999-09-02,riyaverma0453@estcgp.gg,+917642422572,India,1099
P0454,Sara,Khan,OmegaSara21,Female,2007-03-18,sarakhan0454@estcgp.gg,+917660076904,India,597
P0455,Aman,Khan,NitroAman27,Male,2006-09-08,amankhan0455@estcgp.gg,+917156812542,India,427
P0456,John,Kulkarni,WolfJohn35,Male,1996-04-07,johnkulkarni0456@estcgp.gg,+19620570822,USA,1242
P0457,Sara,Khan,CyberSara98,Female,1997-11-19,sarakhan0457@estcgp.gg,+17219153522,USA,4221
P0458,Alex,Singh,DragonAlex2,Male,2003-03-08,alexsingh0458@estcgp.gg,+17718494049,USA,2742
P0459,Sara,Pillai,PulseSara44,Female,1999-02-19,sarapillai0459@estcgp.gg,+919574777376,India,1266
P0460,Sam,Patel,CrimsonSam38,Male,1996-10-05,sampatel0460@estcgp.gg,+918923543211,India,1161
P0461,Riya,Khan,SilentRiya85,Female,1998-06-20,riyakhan0461@estcgp.gg,+918178807837,India,4653
P0462,Alex,Joshi,RogueAlex94,Male,1998-01-04,alexjoshi0462@estcgp.gg,+917760036997,India,4848
P0463,Aman,Khan,ViperAman91,Male,2001-03-20,amankhan0463@estcgp.gg,+918638389891,India,1306
P0464,Sara,Shah,ShadowSara9,Female,1998-02-23,sarashah0464@estcgp.gg,+919689639909,India,1576
P0465,Sam,Khan,CrimsonSam83,Male,1998-07-23,samkhan0465@estcgp.gg,+917391685577,India,3409
P0466,Aman,Yadav,PrimeAman3,Male,2005-02-17,amanyadav0466@estcgp.gg,+919960344056,India,4527
P0467,Aman,Khan,NitroAman35,Male,2005-03-04,amankhan0467@estcgp.gg,+917184177672,India,725
P0468,Riya,Khan,CyberRiya23,Female,2003-06-13,riyakhan0468@estcgp.gg,+918251039333,India,3009
P0469,Sara,Yadav,PulseSara92,Female,1997-04-05,sarayadav0469@estcgp.gg,+917814255276,India,1519
P0470,Alex,Yadav,HyperAlex22,Male,2000-08-22,alexyadav0470@estcgp.gg,+918741634994,India,2001
P0471,Alex,Desai,HyperAlex5,Male,1997-11-10,alexdesai0471@estcgp.gg,+917318275919,India,1940
P0472,Sam,Yadav,ViperSam25,Male,2007-05-20,samyadav0472@estcgp.gg,+919355410283,India,1168
P0473,Riya,Iyer,RogueRiya37,Female,1999-02-05,riyaiyer0473@estcgp.gg,+917638788381,India,1273
P0474,Sam,Martin,TitanSam28,Male,2006-10-20,sammartin0474@estcgp.gg,+919955361397,India,210
P0475,Riya,Singh,FrostRiya63,Female,1996-05-06,riyasingh0475@estcgp.gg,+919286565446,India,2428
P0476,Alex,Singh,CrimsonAlex14,Male,2002-08-14,alexsingh0476@estcgp.gg,+919182257756,India,1809
P0477,Riya,Singh,NexusRiya73,Female,1997-04-26,riyasingh0477@estcgp.gg,+18014435080,USA,4944
P0478,Riya,Khan,VortexRiya19,Female,1997-01-12,riyakhan0478@estcgp.gg,+917358124644,India,1791
P0479,John,Nair,NeonJohn28,Male,1998-12-07,johnnair0479@estcgp.gg,+918692622463,India,336
P0480,Aman,Patel,SilentAman55,Male,1996-01-20,amanpatel0480@estcgp.gg,+918548354864,India,1204
P0481,Aman,Chopra,PulseAman64,Male,2003-08-28,amanchopra0481@estcgp.gg,+19544806851,USA,4758
P0482,Alex,Singh,SilentAlex83,Male,2005-12-02,alexsingh0482@estcgp.gg,+917381471914,India,3117
P0483,Alex,Patel,KnightAlex34,Male,2007-08-20,alexpatel0483@estcgp.gg,+917924658147,India,4059
P0484,Sam,Yadav,ShadowSam39,Male,2004-08-15,samyadav0484@estcgp.gg,+918196062950,India,1137
P0485,Alex,Khan,KnightAlex23,Male,2005-04-23,alexkhan0485@estcgp.gg,+918766745581,India,926
P0486,John,Iyer,ViperJohn81,Male,1996-08-14,johniyer0486@estcgp.gg,+919111379225,India,198
P0487,Sam,Patel,QuantumSam71,Male,2007-05-12,sampatel0487@estcgp.gg,+919756924136,India,4253
P0488,Sara,Yadav,NovaSara1,Female,2001-11-20,sarayadav0488@estcgp.gg,+918015811826,India,764
P0489,Riya,Singh,PrimeRiya73,Female,2004-07-06,riyasingh0489@estcgp.gg,+918496071111,India,1958
P0490,Aman,Singh,QuantumAman47,Male,2000-09-03,amansingh0490@estcgp.gg,+917612865798,India,1942
P0491,Sam,Khan,CyberSam93,Male,2006-03-17,samkhan0491@estcgp.gg,+17822114866,USA,3719
